GENE.ID	cdc28_0	cdc28_10	cdc28_20	cdc28_30	cdc28_40	cdc28_50	cdc28_60	cdc28_70	cdc28_80	cdc28_90	cdc28_100	cdc28_110	cdc28_120	cdc28_130	cdc28_140	cdc28_150	cdc28_160
YEL009C	-0.17	-0.29	0.09	0.14	0.13	-0.55	0.04	0.04	-0.37	0.82	0.18	0.04	-0.27	-0.2	-0.08	0.25	0.23
YJL187C	-1.04	-0.28	1.22	1.05	0.56	0.05	-0.48	-0.74	-0.88	0.28	0.86	0.81	0.41	-0.05	0	-0.78	-0.99
YLR388W	-0.24	-0.2	0.32	-0.03	0.1	-0.44	-0.44	-0.58	-0.5	1.44	0.09	0.02	-0.39	0.26	-0.29	0.48	0.39
YMR295C	-0.35	0.14	0.18	0.12	0.31	-0.06	0.19	-0.16	-0.41	-0.19	-0.22	-0.015	-0.21	0.17	0.03	0.63	-0.19
YER151C	-0.31	0.16	0.05	-0.12	0.14	0.24	0.43	0.57	-0.12	0.22	-0.09	-0.23	-0.12	-0.09	-0.09	-0.36	-0.37
YJR092W	-1.89	-0.92	-1.05	-1.11	0.66	0.34	0.28	1.21	1.19	0.26	-0.62	-0.15	0.33	0.34	0.305	0.71	0.4
YML030W	-0.27	-0.16	-0.79	-0.69	-0.29	-0.44	-0.41	-0.47	0.37	0.77	0.47	0.35	0.23	-0.08	-0.12	0.65	0.77
YFL039C	-0.2	-0.13	0.24	0.12	0.07	-0.5	-0.21	-0.29	-0.28	0.86	0.07	-0.07	-0.19	-0.15	-0.01	0.46	0.15
YDR388W	-0.1	0.11	-0.17	-0.17	-0.44	-0.16	-0.54	-0.09	-0.11	0.34	0.4	0.26	-0.18	-0.095	0.32	0.14	0.4
YPR112C	-0.55	0.23	0.14	-0.36	0.18	0.23	0.17	0.3	0.15	0.02	-0.28	-0.11	-0.35	-0.16	0.08	0.37	0
YFR041C	-0.07	-0.48	0.63	0.36	-0.43	-0.52	-0.05	0.06	0.17	-0.35	0.51	0.12	0.17	0.07	0.26	-0.31	-0.15
YMR203W	-0.34	-0.19	-0.26	-0.36	-0.24	-0.06	0.28	-0.19	0.14	0.47	0.4	0.2	0.1	0.02	-0.31	0.18	0.2
YLR294C	0.08	-0.35	-0.06	-0.49	-0.2	-0.04	0.12	-0.44	-0.54	0.94	0.52	-0.05	-0.43	0.63	-0.26	0.25	0.29
YLR291C	-0.03	0.45	0.06	-0.22	-0.21	-0.27	-0.2	0.43	-0.19	0.14	0.09	-0.04	-0.11	-0.035	0.15	0.02	-0.08
YER154W	-0.32	0.46	0.19	-0.3	0.02	-0.17	-0.52	-0.24	-0.1	0.1	0.36	0.47	0.53	-0.05	-0.29	0	-0.17
YFR046C	0.13	0.22	0.6	0.45	0.06	-0.07	0.12	0.01	-0.19	-0.37	-0.05	0.22	0.04	-0.25	-0.5	-0.21	-0.21
YKL189W	-0.14	-0.34	-0.42	0	-0.25	0.1	0.17	-0.52	-0.05	0.6	0.37	0.04	-0.15	0.29	0.29	0	0
YML020W	-0.39	0.05	0.11	0.16	0	0.11	-0.1	-0.21	0	0.09	0.73	0.28	-0.03	-0.5	-0.29	0	0
YMR128W	-0.41	0.88	0.51	0.15	0.14	-0.07	0.03	-0.4	0.15	0.28	-0.12	-0.61	-0.26	-0.14	-0.02	0.06	-0.19
YER021W	-0.42	0.14	-0.39	-0.58	0.14	-0.19	-0.84	-0.23	0.02	0.06	0.22	0.5	0.4	0.1	0.37	0.58	0.21
YPR178W	0.2	-0.2	-0.08	0.01	-0.05	-0.06	0.08	0.26	0.14	0.22	-0.14	-0.21	-0.03	-0.035	0.08	-0.18	-0.04
YGL141W	0.59	0.12	-0.79	-1.26	-0.11	0.03	0.27	0.12	0.55	0.33	0.45	0.52	-0.79	-0.62	0.45	-0.04	0.16
YLR208W	-0.06	-0.14	0.29	0.19	-0.41	-0.28	-0.09	-0.31	-0.05	0.22	0.45	-0.02	0.1	-0.035	0.17	-0.08	0
YDR393W	-0.12	0.26	0.09	-0.36	-0.24	0.15	0.07	-0.64	-0.35	-0.03	0.06	0	0.02	0.43	0.04	0.3	0.36
YDR209C	-0.49	-0.24	-0.03	-0.11	-0.21	-0.1	0.29	-0.3	-0.24	0.38	0.04	-0.04	-0.22	-0.07	0.44	0.62	0.21
YGR029W	-0.19	0.14	0.32	-0.49	-0.06	-0.02	0.07	-0.39	-0.06	0.26	0.04	0.06	-0.51	0.01	-0.04	0.52	0.35
YPR105C	-0.06	-0.07	-0.26	0.17	0.42	0.23	0.05	0.09	-0.12	-0.04	-0.07	-0.31	0.04	0.17	-0.04	-0.04	-0.2
YEL013W	-0.28	-0.12	-0.5	-0.03	0	-0.2	0.15	0.21	-0.1	0.42	-0.06	-0.01	-0.05	0.13	-0.02	0.25	0.2
YLR201C	0.34	0.33	-0.38	-0.39	-0.48	-0.24	-0.12	0.47	0.05	0.36	0.28	-0.02	-0.14	-0.22	-0.005	0.14	0.01
YNL039W	-0.02	0.15	0.3	0.09	0.04	-0.01	0.08	-0.04	-0.23	-0.12	0.04	0.2	0.03	0.035	-0.31	0.05	-0.25
YCR075C	0.02	-1.43	0.07	0.39	0.3	0.16	0	-0.33	-0.28	-0.2	0.3	0.46	0.4	0.36	0.045	-0.14	-0.07
YCL052C	0.3	0.02	-0.62	-0.09	-0.03	-0.19	-0.07	0.39	0.4	-0.43	0.29	0.19	0.12	-0.005	-0.11	-0.26	0.1
YLR127C	0.31	0.3	0.21	-0.16	0.13	0.06	0.31	-0.45	-0.02	-0.4	-0.28	0.08	0.24	-0.46	0.13	0.08	0.08
YOR274W	0.51	0.35	0.02	-0.43	-0.37	0.01	0.33	0.57	0.49	-0.16	-0.38	-0.38	-0.22	-0.075	-0.2	-0.36	0.21
YDR029W	-0.23	-0.76	-0.63	-0.21	-0.28	0.04	0.35	0.12	0.22	-1.1	-0.08	-0.33	0.54	0.89	0.76	0.57	0.1
YNR045W	-0.23	-0.59	-0.65	-0.43	-0.2	0.08	0.03	0.17	0.32	-0.11	0.04	0.39	0.12	0.06	0.17	0.64	0.26
YHR129C	-0.52	-0.22	0.44	-0.19	-0.45	0.12	-0.16	-0.28	-0.03	-0.52	0.17	0.57	0.4	0.38	0.48	-0.16	-0.03
YCLX09W	-0.99	-1.06	-1.57	-1.04	-0.56	-0.22	0.07	0.48	0.34	-0.25	0.43	0.59	1.14	0.83	0.205	1.1	0.7
YDR240C	0.25	0.19	-0.64	0.08	0.22	0.4	-0.12	0.29	0.48	-0.77	-0.29	0.12	0.14	-0.35	0.01	0.12	0.12
YGR024C	0	0.03	0.18	0.12	-0.24	-0.24	0.17	0.19	-0.12	0.03	0.13	-0.21	-0.26	0.02	0.025	-0.03	0.23
YPR001W	1.04	0.32	0.08	0.56	-0.05	-0.21	-0.21	0.62	0.56	-0.15	-0.38	-1.5	0.21	-0.5	-0.15	-0.1	-0.15
YLR451W	-0.23	0.54	0.35	0.03	0.2	0.15	0.08	-0.89	0.17	0.19	-0.22	-0.05	-0.09	0.11	-0.59	0.24	0.14
YEL012W	0.53	-0.17	-0.98	-0.3	-0.06	-0.5	-0.17	-0.2	0.01	0.3	-0.02	0.18	0.18	0.36	-0.005	0.36	0.48
YJL163C	0.59	-1.42	-0.88	-0.42	-0.33	-0.46	-0.76	-0.08	0.52	0.47	0.7	0.31	0.36	0.14	0.44	0.4	0.42
YIR016W	-0.08	-0.09	-0.03	0.01	-0.28	0.02	-0.3	0.16	0.27	0.07	0	0.07	0.04	0.05	0.03	0.05	0.05
YML112W	0.04	0.04	-0.02	-0.26	-0.18	0.03	0.2	0.22	0.12	0.18	0.33	-0.27	-0.26	0.01	-0.01	-0.09	-0.07
YCL041C	0.36	0.63	0.5	0.79	-0.06	0.04	-0.31	-0.13	-0.2	0.07	0.26	-0.27	-0.43	-0.43	0.04	-0.35	-0.52
YAL056W	-0.36	-0.51	-0.22	-0.15	0.01	-0.56	0.4	0.6	0.35	0.13	0.26	0.18	0.57	-0.34	-0.09	-0.61	0.34
YPL241C	-1.22	-0.64	1.08	0.84	0.09	-0.04	-0.19	-0.55	-0.5	0.32	0.99	0.43	0.43	0.045	0	-1.14	0.09
YLR070C	1.3	-0.17	-0.47	-0.34	-0.55	-0.65	-0.29	-0.16	0.27	0.23	0.21	0.2	0.15	-0.01	0.35	-0.03	-0.05
YPR015C	0.97	0.74	1.06	0.74	0.15	0.08	-0.21	-0.46	0.08	0.27	-0.21	-0.38	-0.35	-0.46	-0.31	-1.06	-0.62
YLR150W	-0.53	-0.3	0.17	-0.23	0.25	-0.24	-0.12	0.02	-0.26	1.18	0.06	-0.05	-0.26	0.12	-0.25	0.28	0.1
YJR115W	-0.06	-0.08	0.79	0.87	0.73	0.39	-0.07	0.25	-0.3	0.07	-0.55	-0.61	-0.51	0.03	-0.065	-0.37	-0.57
YJL172W	0.19	-0.48	-0.33	-0.54	-1.06	-0.78	-0.64	-0.32	0.15	0.69	0.8	0.52	0.73	0.29	0.17	0.22	0.56
YFR026C	0.85	0.97	1.31	0.28	0.24	-0.3	-0.8	-0.58	-0.61	0.2	0.24	0.35	-0.14	-0.11	-0.84	-0.51	-0.54
YOR362C	-0.34	0.08	-0.37	-0.85	-0.24	-0.4	-0.32	-0.32	-0.16	0.78	0.43	0.56	-0.06	0.09	0.04	0.74	0.28
YBR078W	-0.81	-0.42	-0.04	-0.07	0.3	-0.4	0.23	0.17	-0.27	-0.05	0.18	0.04	0.14	0.16	0.56	0.11	0.16
YNL294C	-0.14	0.1	-0.11	-0.01	0.01	0.11	0.09	-0.01	0.05	-0.32	-0.13	0.14	-0.14	-0.07	-0.005	0.43	0
YER077C	0.02	-0.48	-1.19	-0.03	0.39	-0.11	0.23	0.1	0.06	0.52	-0.07	-0.09	0.01	0.19	0.04	0.27	0.19
YMR260C	-0.77	-0.14	-0.26	-0.33	-0.5	-0.59	-0.1	-0.21	-0.04	1.12	0.49	0.1	-0.07	0.44	0.23	0.21	0.36
YJL047C	-0.05	-0.27	-0.18	-0.36	-0.55	0.3	0.09	0.16	0.41	0.09	0.48	0.41	0.32	0.07	0.13	-0.59	-0.45
YPR044C	-0.58	-0.86	0.03	0.07	0.23	-0.49	-0.69	-0.29	-0.39	1.63	0.57	-0.89	0.05	0.3	0.47	0.48	0.42
YOR394W	0.46	-0.11	0.32	0.37	1.05	0.41	0.77	0.93	-0.11	-0.14	-1.98	-0.44	-1.48	0.02	-0.07	0.02	0.02
YMR313C	-0.1	-0.67	-1.05	-0.35	0.45	0.13	0.08	0.44	0.32	0.08	0.09	-0.01	0.21	0.25	0.12	0.09	0.09
YHL027W	0.02	-0.02	-0.25	0.27	0.15	0.14	0.25	0.2	0.12	-0.26	-0.21	-0.28	0.1	0.005	-0.08	-0.14	-0.01
YPL261C	0.22	0.1	-0.36	0.44	0.64	0.96	0.54	0.22	0.1	0.1	-1.78	-1.04	-0.19	-0.56	-0.78	1.49	0.1
YHR001W	0.25	-0.12	-0.32	-0.14	0.13	0.1	0.09	-0.23	0.19	0.17	-0.27	-0.08	0.11	0.27	-0.19	0.2	-0.17
YKR095W	-0.55	-0.29	-0.74	-0.29	0.08	0.29	-0.05	0.46	-0.14	0.59	0.37	-0.12	-0.18	-0.045	0.46	0.15	-0.04
YDR526C	-0.63	-0.13	-0.4	0.06	-0.06	0.67	-0.1	-0.19	0.4	-0.32	-0.13	0.08	0.02	0.59	0.3	-0.57	0.4
YGR060W	-0.15	-0.35	0.14	0.16	0.01	-0.34	-0.07	-0.4	-0.35	1.11	-0.07	-0.07	-0.42	-0.1	0.17	0.43	0.24
YDR244W	0.08	-0.28	-0.5	0.18	-0.29	0.49	-0.37	0.01	0.61	-0.39	-0.01	0.01	0.12	0.01	0.13	-0.09	0.31
YPR202W	0.11	0.27	0.16	0	0.14	-0.14	-0.11	-0.02	-0.19	0.12	0.17	-0.14	-0.15	-0.01	-0.18	0.08	-0.12
YBR295W	0.35	-1.02	-0.58	-0.22	0.22	0.26	0.28	0.19	0.2	-0.06	0	0.02	0.07	-0.1	0.23	-0.26	0.42
YJL015C	0.5	0.14	0.52	-0.33	-0.57	0.17	-0.72	-0.55	-0.02	-0.29	0.33	0.05	0.09	0.32	0.06	-0.16	0.46
YNR047W	-0.43	-0.77	-0.7	-0.24	0.28	0.41	0.2	0.46	0.19	0.36	-0.05	-0.02	0.11	0.02	-0.16	0.05	0.3
YPL076W	0.83	0.21	-0.39	-0.1	-0.3	0.1	0.03	0.05	0.21	0.03	0.05	-0.76	0.13	0.15	0.36	-0.85	0.24
YMR059W	0.34	0.27	0.05	-0.14	-1.3	0.05	0.44	-0.04	0.07	-0.11	0.13	-0.12	-0.23	0.28	0.06	0.09	0.22
YHR050W	-0.58	-0.8	0.54	0.41	0.16	-0.06	-0.19	-0.21	-0.09	0.43	0.39	0.18	0.1	-0.03	-0.11	-0.17	0
YDR406W	0.45	0.18	0.08	-0.22	-0.14	0.31	-0.08	-0.32	0.15	-0.13	-0.29	-0.51	-0.14	0.04	-0.02	0.31	0.3
YDL040C	-0.42	-0.04	0.01	-0.04	-0.37	-0.08	0.26	0.21	0.17	0.03	0.41	0.01	0.03	0.01	0.11	-0.17	-0.12
YER119C	0.79	0.13	-0.34	-0.56	0.37	0.07	-0.76	-0.21	-0.32	-0.14	-0.34	0.24	0.27	0.32	-0.05	0.36	0.15
YOR184W	-0.76	-0.33	-0.27	-0.31	-0.1	-0.15	-0.37	-0.19	0.2	0.18	0.32	0.48	0.38	0.04	0.18	0.43	0.31
YKL139W	-0.45	0.18	-0.88	0.06	0.46	0.45	0.48	-0.35	0.37	-0.3	0.05	0.16	0.1	-0.66	0.125	0.18	0.15
YNL148C	-0.23	0.1	-0.9	-0.5	0.35	-1.04	-0.25	-0.48	0.19	0.05	0.21	0.69	0.3	0.08	0.38	0.75	0.32
YDR056C	-0.65	0.03	0.06	-0.18	-0.35	0.14	0.14	-0.06	-0.06	-0.26	0.02	0.01	-0.09	0.35	0.015	0.53	0.37
YCR098C	-0.29	2.17	1.28	-0.12	-1.85	-0.93	-1.45	-0.81	-0.14	-0.93	-0.45	-0.01	0.81	0.05	0.91	1.06	0.71
YCR077C	-0.28	-0.43	-0.14	0.13	0.05	-0.04	0.22	0.19	0.15	0.16	0.05	0.02	0.05	0.1	0.05	-0.12	-0.1
YBR282W	-0.11	-0.55	-0.3	-0.51	-0.05	-0.38	0.23	-0.22	-0.17	0.51	0.15	0.25	-0.09	-0.07	0.46	0.17	0.63
YPR058W	-0.31	-0.29	0.18	0.37	-0.17	-0.15	-0.16	0	0.04	0.07	-0.27	-0.55	-0.01	-0.005	0.45	0.24	0.55
YCR029C	-0.35	-0.23	-1.05	-0.96	-0.21	-0.27	-0.11	0.14	0.14	1.13	0.63	0.4	-0.34	0.27	-0.13	-0.15	0.96
YBL001C	0.08	0.13	0.58	-0.15	-0.05	-0.46	0.15	-0.16	-0.35	0.68	-0.12	-0.17	-0.41	-0.085	0.15	-0.17	0.27
YDR321W	-0.14	0.26	0.25	0.52	-0.21	-0.01	-0.26	-0.14	0.22	-0.27	0.08	0.03	-0.18	-0.015	-0.02	0	-0.13
YHR091C	0.15	0.03	-0.58	-0.5	-0.34	-0.08	0.02	0.17	0.09	0.2	0.44	0.09	0	0.025	0.02	-0.1	0.37
YGR236C	0.64	0.37	-0.21	-0.95	-0.01	-0.53	-0.01	0.32	0.11	0.32	0.11	0.05	-0.29	-0.14	0.55	-0.14	-0.21
YJR106W	1	0.44	0.23	0	-0.29	-0.17	-0.9	-1	-0.085	-0.085	-0.085	-0.35	0.68	-0.17	0.1	-0.22	0.65
YPR173C	-0.25	-0.2	0.13	-0.6	-0.27	-0.04	-0.23	-0.14	-0.02	0.71	0.21	0.29	-0.24	-0.03	-0.02	0.57	0.09
YLL018C	-0.88	0.12	-0.15	0	0.23	-0.24	0.05	0.32	0.11	0.69	-0.2	0.06	-0.04	0.025	-0.28	0.24	-0.02
YJL180C	-0.04	-0.32	-0.84	-0.58	0.01	0.1	0.03	-0.12	0.21	0.12	-0.4	0.43	0.27	0.065	0.15	0.33	0.63
YNL177C	-0.32	0	-0.43	-0.73	-0.26	-0.27	0.02	-0.08	-0.04	-0.02	0.33	0.43	0.08	0.25	-0.01	0.61	0.42
YCL021W	1.49	1.22	0.58	0.45	0.21	-0.36	-0.3	-0.42	-0.25	-0.63	-0.63	-0.44	-0.08	-0.14	-0.235	-0.22	-0.5
YGR092W	-0.89	-0.67	-0.64	-0.8	-0.32	0.09	0.62	0.83	0.85	0.39	0.09	0	-0.32	0.045	-0.12	0.45	0.45
YMR221C	-0.71	-0.25	-0.29	0.17	-0.26	-0.13	-0.11	-0.05	0.35	-0.07	0.39	0.31	0.44	-0.05	-0.05	0.18	0.06
YBL075C	0.54	-0.34	0.42	-0.44	0.28	-0.47	0.53	-0.08	0.42	-0.97	0.34	0.12	0.23	-0.37	0.05	-0.08	-0.16
YGR275W	0.22	-0.18	0.21	0.53	-0.11	-0.25	0.2	0.16	-0.08	0.07	0.59	0.23	-0.23	-0.48	-0.005	-0.49	-0.42
YER040W	-0.23	-0.65	-0.4	0.04	0.19	0.07	-0.02	0.26	0.09	0.24	-0.05	-0.1	0.26	0.09	-0.14	0.14	0.19
YLR196W	-0.55	0.33	0.42	0.24	0.18	0.11	0.34	-0.04	0.08	-0.1	-0.01	-0.43	-0.17	-0.025	-0.13	-0.07	-0.2
YPL104W	0.68	0.44	-0.62	-0.41	-0.26	0.04	0.08	-0.05	-0.08	0.17	0.16	-0.05	0.03	-0.25	0.015	0	0.11
YLR401C	-0.43	0.42	0.21	0	0.25	0.21	-0.02	-0.19	0.08	0.18	-0.14	-0.18	0.03	-0.49	0.015	0.09	-0.03
YKL178C	-0.25	0.01	-0.6	-1.15	-1.15	-1.29	-1.05	-0.74	0.3	0.72	1.36	1.07	0.79	0.43	1.56	0.01	0.01
YJL217W	0.57	0.73	0.53	-0.08	-0.13	-0.29	-0.73	-0.48	-0.12	-0.19	-0.63	0.51	0.1	0.24	-0.1	-0.19	0.16
YGL061C	-0.64	-0.02	0.73	0.87	0.39	0.12	-0.16	-0.53	-0.67	-0.37	0.08	0.21	0.21	0.22	-0.45	0.08	0.08
YDR147W	-0.77	-0.39	-0.45	-0.3	0.23	0.41	0.47	0.07	-0.02	-0.29	-0.23	-0.16	0.06	0.57	0.02	0.61	0.2
YDL239C	0.94	-0.09	-0.85	-0.44	-0.32	-0.12	-0.63	0.15	0.35	0.03	0.22	0.02	0.29	0.18	-0.01	0.2	0.09
YER041W	0.64	0.67	0.03	0.06	-0.02	-0.48	-0.28	0.06	-0.12	0.09	-0.28	-0.26	-0.3	-0.26	0.005	0.28	0.16
YHR196W	-0.4	0.17	0.18	-0.19	0.1	0.28	0.14	-0.01	0.08	-0.06	-0.28	-0.16	0.02	0.17	0.01	-0.03	0
YPL186C	1.95	0.93	0.04	-0.44	-0.12	0.21	0.32	0.58	-0.02	-1.5	-0.98	-0.56	-0.78	-0.7	-0.38	0.92	0.53
YJL167W	0.02	-0.4	-0.13	-0.26	-0.38	-0.45	-0.32	-0.17	0.02	0.68	0.02	0.34	0.09	0.44	0.03	0.21	0.29
YPL255W	0.13	-0.19	0.86	-0.08	0.15	0.34	0.04	0.15	-0.7	-1.16	0.22	0.64	0.13	-0.37	0.13	0.63	-0.65
YMR228W	0.02	0.02	-0.5	-0.38	-0.03	0.01	0.22	-0.43	0.14	0.29	0.28	0.04	0.06	0.03	-0.53	0.44	0.35
YNL150W	-0.36	-0.3	0.22	0.05	0.11	-0.39	-0.07	-0.17	-0.12	0.71	0.29	-0.18	-0.14	-0.095	0.31	-0.28	0.3
YEL028W	0.51	0.31	-0.18	0.13	0.16	-0.08	-0.08	0.07	-0.2	0.26	-0.25	-0.15	-0.42	0.07	-0.3	-0.1	0.25
YHR061C	-0.1	-0.72	0.03	0.28	0.54	0.85	0.43	-0.57	-0.44	-0.82	0.12	0.36	0.45	0.54	0.56	-0.1	-1.44
YER039C	0.34	-0.16	-1.03	0.03	0.34	-0.3	-0.03	-0.09	-0.09	0.38	-0.53	0.03	-0.03	0.19	0.51	0.63	-0.16
YIL077C	0.1	-0.31	-0.48	-0.31	-0.71	-0.13	-0.31	-0.16	0.33	0.2	-0.13	0.26	-0.25	0.48	0.61	0.35	0.46
YLR217W	2.14	1.6	1.63	0.87	-0.51	-0.47	-0.29	-0.82	-0.5	-2.07	-0.4	-0.58	0.26	-0.49	-0.385	-0.37	0
YDL038C	2.67	2.81	-0.66	-0.78	-0.46	0.08	-0.09	0.91	0.83	-0.36	-0.18	-0.96	-0.66	-1.6	-0.41	-0.63	-0.51
YML058W	-0.28	-0.54	-0.13	-0.33	-0.26	-0.12	0.22	-0.09	-0.22	0.66	0.06	-0.105	-0.16	0.43	0.02	0.51	0.23
YIL088C	-0.61	-0.46	-0.43	-0.43	-0.46	0.04	-0.4	-0.15	0.14	0.16	0.34	0.54	0.68	0.15	0.09	0.43	0.49
YLR284C	0.46	0.02	-0.04	-0.28	-0.02	-0.26	-0.28	-0.22	-0.01	0.19	0.13	0.24	-0.01	0.04	0.03	-0.01	-0.01
YPL274W	-0.81	-0.95	-0.74	0.61	0.9	0.31	0.08	0.02	0.11	-0.06	0.19	-0.8	0.41	0.43	0.095	-0.32	0.61
YOL161C	0.56	0.53	0.81	0.86	-0.09	0.1	-0.35	-0.36	-0.35	0.25	-0.56	-0.72	0.05	-0.36	-0.04	0.01	-0.39
YCL055W	-0.21	0.61	0.44	-0.05	-0.74	0.11	-0.02	0.09	-0.05	0.01	0.08	-0.02	0.16	-0.32	0.01	-0.3	0.19
YER178W	-0.24	-0.14	0.21	-0.04	-0.22	-0.56	-0.13	0.14	0.02	0.48	0.37	-0.05	0.14	-0.025	0.11	-0.01	-0.07
YBR011C	-0.64	-0.44	0.28	-0.16	0.25	-0.35	0.41	-0.26	-0.29	0.75	0.06	-0.05	-0.03	0.09	0.41	-0.01	-0.05
YJL096W	0.09	0.45	-0.14	-0.32	-0.44	-0.08	-0.28	0.27	-0.15	0.02	0.62	-0.05	-0.13	-0.2	-0.065	0.12	0.21
YNL312W	-0.27	0.12	1.2	0.84	0.33	-0.19	-0.68	-0.99	-0.64	0.41	0.8	-0.07	0.3	0.05	-0.29	-0.42	-0.56
YNL127W	-0.19	-0.31	-0.43	-0.4	-0.17	-0.17	-0.06	0.13	0.17	-0.19	0.43	0.33	0.19	-0.01	0.17	0.32	0.19
YOR052C	0.31	-0.04	-0.6	-0.47	-0.11	-0.65	-0.35	-0.25	-0.28	0.54	0.22	0.33	-0.03	-0.02	0.24	0.64	0.48
YFL038C	-0.58	-0.08	0.14	0.15	0.06	-0.22	0.17	0	-0.15	0.32	0.04	0.07	-0.22	0.05	0.09	0.35	-0.12
YKR046C	0.37	0.04	-0.17	-0.36	-0.45	-0.26	-0.5	0.17	-0.14	0.31	-0.01	-0.17	0.015	0.39	0.36	0.35	0.08
YLR204W	-0.18	-0.39	-0.2	-0.44	-0.5	-0.2	-0.02	-0.36	-0.33	0.76	0.52	-0.08	-0.13	0.53	0.34	0.34	0.19
YIR027C	1.99	0.44	-0.05	0.8	0.63	1.09	-0.05	-0.79	-0.2	-1.37	-0.79	-0.2	0.44	-0.05	-1.37	-0.56	-0.05
YMR244W	1.55	2.26	1.58	1.23	0.44	-0.35	-1	-1.49	-0.23	-2.23	-1	-0.23	-0.64	-0.23	0.1	0.65	-0.64
YOL095C	0.08	-0.33	-0.5	0.17	0.14	0.37	-0.05	-0.03	-0.15	-0.05	-0.43	-0.05	0.13	0.27	0.025	0.28	0.14
YJR045C	0.12	-0.24	-0.13	-0.34	0.03	-0.1	-0.09	0.01	-0.07	0.26	0.16	0.15	0	-0.01	-0.08	0.08	0.24
YMR172W	0.08	1.18	-0.64	0.34	0.41	0.31	0.31	-0.07	1.04	0.11	-0.13	0.21	0.29	-2.13	-0.95	0.29	-0.64
YNL189W	-0.27	-0.22	-0.04	-0.09	0.2	-0.07	0.24	0.13	0.01	-0.03	0.17	0.09	0.15	-0.01	-0.04	-0.26	0.06
YNL176C	-0.43	-0.84	-1.22	0.05	0.63	0.57	0.54	0.29	0.21	-0.86	-0.11	0.16	0.62	0.14	0.25	0.16	0.16
YBR133C	-0.25	-1.57	-0.58	-0.27	0.59	0.31	0.57	0.4	0.36	-0.39	0.03	0.11	0.52	0.26	0.07	-0.12	0.01
YDR201W	-0.22	-0.68	-0.31	0.19	0.45	0.25	-0.01	0.01	-0.06	-0.23	-0.17	0.24	-0.12	0.3	-0.02	-0.03	0.39
YDL121C	-0.23	-0.11	0.22	0.1	0.24	-0.13	0.04	0.12	-0.19	0.28	-0.1	-0.05	-0.43	0.09	0.03	0.02	0.12
YGL063W	0.69	0.77	0.58	0.2	0.72	0.16	0.5	0.61	0.16	-0.18	-0.23	-0.13	-0.63	-0.84	-0.77	-0.7	-0.92
YGL215W	-0.37	0.18	0.35	0.11	-0.18	-0.2	-0.01	-0.07	-0.04	0.44	-0.11	-0.05	-0.01	-0.025	0.07	0.15	-0.26
YFL055W	1.14	0.81	-0.19	0.87	0.62	0.55	0.23	-0.45	-0.19	0.4	-0.6	-0.45	-1.45	-0.07	-0.6	-0.31	-0.31
YER058W	0.02	0.37	-0.88	-0.74	0.12	0.14	-0.53	-0.27	-0.18	-0.01	0.22	0.59	0.18	0.13	0.14	0.49	0.33
YBR167C	-0.18	0.48	0.26	-0.2	-0.13	0.13	0.41	0.3	-0.03	0.02	-0.25	-0.33	-0.26	-0.24	-0.06	0.12	-0.09
YJR099W	0.37	-0.29	-0.3	-0.02	0.29	-0.13	-0.04	-0.42	0.25	-0.14	-0.22	0.12	0.16	-0.03	-0.14	0.22	0.28
YNL337W	0.31	0.58	0.42	0.74	0.42	0.24	0.25	0.1	-0.31	0.02	-0.38	-0.41	-0.85	-0.07	0.06	-0.63	-0.43
YDR452W	-0.37	-0.11	-0.43	-0.33	-0.56	0.17	-0.24	-0.13	0.07	0.12	0.31	0.12	-0.08	0.51	-0.005	0.52	0.42
YDR456W	-0.38	-0.05	-0.34	-0.32	-0.5	0.33	0.09	-0.35	0.13	-0.02	0.07	0.16	0.06	0.43	0.065	0.58	0.1
YNL273W	-0.65	0.22	1.21	0.2	-0.28	-0.33	-0.58	-0.78	-0.21	0.74	0.82	0.9	0.21	-0.28	-0.245	-0.45	-0.73
YPL275W	0.52	0.61	-0.88	0.05	0.61	0.18	0.18	0.18	0.3	0.24	-0.43	0.115	-0.34	-0.76	0.05	-0.43	-0.09
YDR428C	0.22	0.56	0.12	0.16	-0.94	0.22	0.03	0.01	0.31	-0.04	0.04	-0.05	-0.06	-0.19	0.02	-0.15	-0.24
YOR064C	-0.34	-0.34	-0.9	-0.42	0.06	0.26	0.06	0.19	0.48	0.05	-0.24	-0.13	0.14	0.36	0.06	0.36	0.41
YLR301W	-0.28	0.16	0.11	-0.06	0.17	-0.29	-0.59	-0.75	0.06	0.55	-0.18	0.11	0.12	-0.07	0.085	0.54	0.39
YHR201C	-0.31	0.09	-0.13	0.03	-0.37	-0.18	0.21	0.28	0.15	-0.15	0.28	0.13	-0.13	-0.05	0.43	-0.13	-0.19
YDR347W	0.22	0.51	-0.6	-0.32	-0.17	0.02	-0.66	-0.05	0.04	0.12	0.37	0.24	-0.14	0.03	-0.08	0.31	0.21
YPR203W	-0.41	0.18	0.51	0.02	-0.16	-0.37	-0.36	-0.12	-0.02	0.8	0.72	-0.6	-0.08	-0.03	-0.055	-0.42	0.34
YMR099C	0.08	0.13	0.25	-0.02	-0.95	-0.38	0.05	-0.25	0	0.32	0.25	0.19	0.09	-0.12	0.085	0.2	0.14
